2,170,1640722613,160,1640722600,
6,193500,1640721839,185324,1640722290,
8,196463,1640721853,188848,1640722287,
10,191786,1640721815,184876,1640722284,
12,199180,1640721847,188065,1640722281,
28,180,1640721863,50,1640719350,
30,429,1640722244,650,1640709004,
36,182,1640722430,101,1640719581,
39,2,1640722545,2,1640722518,
40,6,1640722191,5,1640720225,
41,38,1640721748,34,1640722298,
42,31,1640722121,32,1640719636,
43,80,1640722189,79,1640722567,
44,249,1640717400,231,1640722292,
45,26,1640720254,26,1640721853,
46,51,1640715536,36,1640714779,
47,100,1640647763,90,1640718923,
48,7,1640722519,7,1640722305,
50,2,1640720799,2,1640721922,
52,1,1640722219,1,1640719093,
53,7,1640722486,6,1640719713,
54,4,1640721644,3,1640720120,
56,24,1640718347,20,1640722332,
58,43,1640721741,42,1640720124,
60,15,1640722149,15,1640720119,
62,83,1640722482,80,1640721783,
64,83,1640722394,82,1640722382,
66,297,1640722478,286,1640722485,
68,185,1640721993,171,1640722238,
70,1049,1640722519,1026,1640722535,
72,772,1640722311,710,1640721664,
91,81,1640722568,80,1640722278,
93,63,1640721704,55,1640719524,
95,217,1640722547,215,1640722496,
97,890,1640722564,868,1640721908,
99,7730,1640722533,7720,1640722611,
101,910,1640722328,851,1640722580,
103,1929,1640722046,1885,1640722379,
105,1945,1640722449,1928,1640721897,
107,1806,1640722464,1800,1640722347,
109,1420,1640722353,1425,1640721150,
111,8051,1640716587,8051,1640718847,
113,304,1640722533,295,1640722600,
115,170,1640720245,153,1640721949,
117,124,1640722114,124,1640722069,
119,66,1640721609,66,1640722128,
121,3,1640716317,4,1640722474,
123,4,1640722403,5,1640306159,
125,3,1640705478,2,1640721704,
127,76,1640720299,40,1640722451,
129,43,1640631939,49,1640722221,
131,400,1640722530,10,1640722290,
133,725,1640721730,238,1640722274,
135,149,1640715795,36,1640720451,
137,401,1640707451,111,1640721702,
139,7330,1640722023,7307,1640722538,
141,5895,1640719218,4866,1640722537,
143,2431,1640722067,2350,1640722274,
145,167,1640719685,152,1640722595,
147,80,1640720705,65,1640722518,
149,999,1640670426,47,1640722487,
151,89,1640720996,85,1640716654,
153,50,1640674262,118,1640485247,
155,1,1640707681,44,1640687578,
157,1550,1640721392,1501,1640722524,
159,960,1640700916,950,1640722529,
161,2500,1640671160,468,1640722324,
163,603,1640722061,582,1640722515,
165,363,1640622654,390,1640722259,
167,177,1640719597,141,1640722443,
169,300,1640722416,299,1640722412,
171,348,1640719205,327,1640721654,
173,396,1640719606,350,1640722366,
175,390,1640720451,303,1640722571,
177,206,1640719199,101,1640721511,
179,200,1640721604,67,1640722018,
181,136,1640722512,125,1640722208,
183,57,1640719520,48,1640719887,
185,400,1640722392,100,1640721817,
187,416,1640720407,399,1640722426,
189,1646,1640595851,1520,1640720160,
191,5000,1640352719,1003,1640715737,
193,651,1640716940,757,1640721243,
197,1200,1640713964,777,1640709840,
199,19,1640722454,19,1640722553,
201,18,1640722389,18,1640722543,
203,120,1640722423,120,1640722550,
205,745,1640721581,730,1640722573,
207,7500,1640722442,7375,1640722607,
209,742,1640721791,730,1640722607,
211,1662,1640722213,1648,1640722606,
213,1662,1640722370,1606,1640722611,
215,1712,1640720778,1715,1640722608,
217,1215,1640721723,1250,1640722604,
219,8295,1640722111,8367,1640722596,
221,4,1640722496,3,1640722598,
223,397,1640722609,396,1640722518,
225,698,1640722599,698,1640722603,
227,5,1640722583,4,1640721906,
229,2,1640722387,2,1640722476,
231,266,1640722608,256,1640722603,
233,309,1640722546,220,1640721601,
235,237,1640722424,237,1640722393,
237,180,1640722560,173,1640722605,
239,173,1640722603,167,1640722578,
241,134,1640722183,130,1640720656,
243,900,1640722296,842,1640721210,
245,819,1640722610,761,1640722583,
247,399,1640722607,230,1640722165,
249,44,1640722594,35,1640722458,
251,31,1640722606,37,1640722344,
253,156,1640722600,156,1640722600,
255,723,1640722495,710,1640722388,
257,7449,1640722567,7420,1640722558,
259,758,1640722573,758,1640722382,
261,1698,1640722515,1698,1640722515,
263,1686,1640722467,1647,1640722449,
265,1700,1640722428,1663,1640722471,
267,1310,1640722576,1200,1640722483,
269,8350,1640722533,8341,1640722556,
272,447,1640722327,447,1640719242,
273,420,1640722476,392,1640722297,
288,428,1640722494,317,1640722586,
299,796,1640722249,503,1640722594,
301,49,1640722510,49,1640715242,
303,49,1640722338,30,1640721486,
305,382,1640722511,330,1640719817,
307,30,1640722423,30,1640722007,
309,47,1640722358,46,1640721480,
311,36,1640722573,31,1640720513,
313,5,1640722606,4,1640722478,
314,3,1640722593,2,1640722374,
315,31,1640722462,21,1640720912,
317,500,1640722330,115,1640722444,
319,118,1640722407,118,1640721308,
321,100,1640721183,100,1640722450,
325,8,1640721585,8,1640721054,
327,75,1640722509,55,1640722275,
329,65,1640722573,64,1640722581,
331,31,1640722349,31,1640722410,
333,32,1640722439,33,1640722564,
335,119,1640722509,92,1640722412,
339,6,1640719519,5,1640722584,
341,71,1640722565,71,1640721688,
345,84,1640721404,81,1640722563,
347,22,1640721856,15,1640722554,
349,57,1640721301,49,1640722402,
351,30,1640716034,26,1640722562,
353,115,1640722254,47,1640722492,
355,4,1640720737,3,1640718817,
359,30,1640722398,29,1640722390,
361,93,1640722225,90,1640722317,
363,7,1640721992,6,1640722357,
365,250,1640722346,135,1640722322,
371,218,1640722515,217,1640722528,
373,275,1640722608,265,1640722526,
377,104,1640722456,102,1640722551,
379,188,1640722596,184,1640722512,
383,870,1640722527,861,1640722610,
385,1178,1640722609,1155,1640722608,
